annee;patho_niv1;patho_niv2;patho_niv3;top;cla_age_5;sexe;region;dept;Ntop;Npop;prev;Niveau prioritaire;libelle_classe_age;libelle_sexe;tri
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;84;43;40;7610;0.552;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;84;07;2460;159560;1.54;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;84;74;;24900;;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;1;84;69;270;43440;0.631;2,3;de 60 à 64 ans;hommes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;84;73;2850;216710;1.314;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;84;999;80;241050;0.032;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;01;971;70;14640;0.451;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;84;999;49290;3886050;1.268;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;93;83;20;29100;0.052;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;01;999;70;14640;0.451;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;93;13;13590;1029630;1.32;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;93;84;10;16720;0.066;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;04;974;100;24710;0.405;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;93;05;1140;70020;1.622;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;25-29;9;99;999;840;2052800;0.041;2;de 25 à 29 ans;tous sexes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;04;999;100;24710;0.405;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;93;84;4220;283370;1.489;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;01;999;20;11650;0.189;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;11;91;220;34690;0.628;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;94;2A;1070;71610;1.494;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;02;972;20;10530;0.19;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;11;93;240;41240;0.575;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;1;94;999;2310;150520;1.535;3;tous âges;hommes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;03;973;;7200;;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;11;95;180;34460;0.534;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;2;01;999;3070;212900;1.442;3;tous âges;femmes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;04;999;40;31080;0.122;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;24;18;70;10530;0.675;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;2;02;999;2390;198970;1.202;3;tous âges;femmes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;11;75;160;95590;0.166;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;24;45;130;20670;0.619;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;2;03;999;760;109890;0.695;3;tous âges;femmes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;11;77;70;49230;0.142;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;27;70;70;8030;0.822;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;2;11;75;11410;1089370;1.047;3;tous âges;femmes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;11;93;110;61590;0.174;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;27;89;60;11500;0.505;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;2;11;78;6460;767420;0.842;3;tous âges;femmes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;11;94;90;53130;0.166;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;28;14;130;22760;0.575;2,3;de 60 à 64 ans;femmes;55.0
2023;Maladies cardioneurovasculaires;Accident vasculaire cérébral;Séquelle d'accident vasculaire cérébral;MCV_AVC_CHR;tsage;2;24;28;2550;220240;1.159;3;tous âges;femmes;67.0
2015;Cancers;Cancer du sein de la femme;;CAN_SEI_CAT;30-34;2;11;95;80;45870;0.179;2;de 30 à 34 ans;femmes;21.0
2020;Traitements psychotropes (hors pathologies);Traitements neuroleptiques (hors pathologies);Traitements neuroleptiques (hors pathologies);TPS_NLE_EXC;60-64;2;28;27;110;19110;0.586;2,3;de 60 à 64 ans;femmes;55.0
